/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/center_2017_03_12_16_12_05_528.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/left_2017_03_12_16_12_05_528.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/right_2017_03_12_16_12_05_528.jpg,-0.5164319,0,0,8.759278
/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/center_2017_03_12_16_12_05_596.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/left_2017_03_12_16_12_05_596.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/right_2017_03_12_16_12_05_596.jpg,-0.544601,0,0,8.656041
/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/center_2017_03_12_16_12_05_665.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/left_2017_03_12_16_12_05_665.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/right_2017_03_12_16_12_05_665.jpg,-0.5727699,0,0,8.560759
/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/center_2017_03_12_16_12_05_736.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/left_2017_03_12_16_12_05_736.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/right_2017_03_12_16_12_05_736.jpg,-0.6056338,0.1267977,0,8.466654
/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/center_2017_03_12_16_12_05_808.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/left_2017_03_12_16_12_05_808.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/right_2017_03_12_16_12_05_808.jpg,-0.6244131,0.3419216,0,8.586422
/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/center_2017_03_12_16_12_05_880.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/left_2017_03_12_16_12_05_880.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/right_2017_03_12_16_12_05_880.jpg,-0.6244131,0.558099,0,8.82306
/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/center_2017_03_12_16_12_05_948.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/left_2017_03_12_16_12_05_948.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/right_2017_03_12_16_12_05_948.jpg,-0.6244131,0.7643337,0,9.333327
/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/center_2017_03_12_16_12_06_021.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/left_2017_03_12_16_12_06_021.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/right_2017_03_12_16_12_06_021.jpg,-0.6338028,0.8527915,0,9.856913
/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/center_2017_03_12_16_12_06_094.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/left_2017_03_12_16_12_06_094.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/right_2017_03_12_16_12_06_094.jpg,-0.7230047,0.5923319,0,10.42621
/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/center_2017_03_12_16_12_06_168.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/left_2017_03_12_16_12_06_168.jpg,/home/dani/SDC/CarND-Behavioral-Cloning-P3/collected_data/run8_second_track_extra/IMG/right_2017_03_12_16_12_06_168.jpg,-0.7230047,0.372129,0,10.78786
